['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '69', '1', '1418682163.170388', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.39', '1.15', '0', '0', '1', '1', '1', '?', '14384', '1', '1418683291.572396', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683291.740788', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683293.282747', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683293.361824', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.39', '1.15', '0', '0', '1', '1', '1', '?', '14384', '1', '1418683295.107620', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683295.268498', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683296.937238', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683297.029930', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.39', '1.15', '0', '0', '1', '1', '1', '?', '14384', '1', '1418683298.762229', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683298.907113', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683300.592978', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683300.669176', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.39', '1.15', '0', '0', '1', '1', '1', '?', '14384', '1', '1418683302.336964', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683302.481334', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683304.205954', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683304.307022', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '14393', '1', '1418683306.071085', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683306.224122', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683307.860819', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17990', '0', '1418683307.943256', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '14393', '1', '1418683309.566294', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683309.710555', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683311.276526', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13123', '0', '1418683311.361338', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '14393', '1', '1418683313.101894', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683313.247907', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683314.930770', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418683315.007822', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '14393', '1', '1418683316.755875', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683316.912756', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683318.468490', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.517241', '16962', '0', '1418683318.564045', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '14393', '1', '1418683320.172468', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683320.331348', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683322.001186', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683322.092024', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '14393', '1', '1418683323.746940', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683323.894196', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683325.616063', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683325.694380', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '14393', '1', '1418683327.480695', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683327.647691', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683329.389691', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13125', '0', '1418683329.483130', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '14393', '1', '1418683331.214681', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683331.360446', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683332.924670', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17988', '0', '1418683333.008352', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '14393', '1', '1418683334.749544', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683334.894912', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683336.578900', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.517241', '16962', '0', '1418683336.684225', '0', '0', '0']
['4', '16', '90', '13', '118', '0.216', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '17476', '1', '1418683338.403898', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683338.563403', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683340.114247', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683340.211820', '0', '0', '0']
['4', '16', '90', '13', '118', '0.216', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '17476', '1', '1418683341.941993', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683342.090128', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683343.728732', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683343.814431', '0', '0', '0']
['4', '16', '90', '13', '118', '0.216', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '17476', '1', '1418683345.594485', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683345.741989', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683347.383216', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418683347.465419', '0', '0', '0']
['4', '16', '90', '13', '118', '0.216', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '17476', '1', '1418683349.208082', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683349.369593', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683351.037836', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14137', '0', '1418683351.128909', '0', '0', '0']
['4', '16', '90', '13', '113', '0.216', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '17714', '1', '1418683352.863323', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683353.009834', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683354.691823', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17990', '0', '1418683354.772651', '0', '0', '0']
['4', '16', '90', '13', '113', '0.216', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '17714', '1', '1418683356.397681', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683356.548931', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683358.227544', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.563218', '16966', '0', '1418683358.308486', '0', '0', '0']
['4', '16', '90', '13', '113', '0.216', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '17714', '1', '1418683360.055785', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683360.213290', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683361.841776', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683361.937608', '0', '0', '0']
['4', '16', '90', '13', '113', '0.216', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '17714', '1', '1418683363.666635', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683363.815395', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683365.376872', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683365.467068', '0', '0', '0']
['4', '16', '90', '13', '113', '0.216', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '17714', '1', '1418683367.201981', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683367.345371', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683369.031230', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17990', '0', '1418683369.113806', '0', '0', '0']
['4', '16', '90', '13', '113', '0.216', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '17714', '1', '1418683370.895983', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683371.057134', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683372.685728', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683372.780415', '0', '0', '0']
['4', '16', '90', '13', '113', '0.216', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '17714', '1', '1418683374.550452', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683374.694721', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683376.419844', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17990', '0', '1418683376.494907', '0', '0', '0']
['4', '16', '90', '13', '113', '0.216', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '17714', '1', '1418683378.244456', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683378.409840', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683379.955065', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683380.031879', '0', '0', '0']
['4', '16', '90', '13', '113', '0.216', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '17714', '1', '1418683381.700171', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683381.864303', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683383.489789', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13123', '0', '1418683383.588850', '0', '0', '0']
['4', '16', '90', '13', '113', '0.216', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '17714', '1', '1418683385.315158', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683385.467159', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683387.145903', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14147', '0', '1418683387.226591', '0', '0', '0']
['4', '16', '90', '13', '113', '0.216', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '17714', '1', '1418683388.850132', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683388.991633', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683390.679744', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17990', '0', '1418683390.763687', '0', '0', '0']
['4', '16', '90', '13', '113', '0.216', '0.25', '1.15', '0', '0', '1', '1', '1', '?', '17714', '1', '1418683392.504485', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683392.667877', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683394.294485', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683394.392552', '0', '0', '0']
['4', '16', '90', '13', '113', '0.216', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '17715', '1', '1418683396.159355', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683396.307109', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683397.869333', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683397.952027', '0', '0', '0']
['4', '16', '90', '13', '113', '0.216', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '17715', '1', '1418683399.614566', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683399.762940', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683401.523567', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17988', '0', '1418683401.621638', '0', '0', '0']
['4', '16', '90', '13', '113', '0.216', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '17715', '1', '1418683403.388076', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683403.535201', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683405.138053', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683405.216371', '0', '0', '0']
['4', '16', '90', '13', '113', '0.216', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '17715', '1', '1418683406.963049', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683407.126188', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683408.752786', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683408.847851', '0', '0', '0']
['4', '16', '90', '13', '113', '0.216', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '17715', '1', '1418683410.618280', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683410.761038', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683412.446777', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683412.527603', '0', '0', '0']
['4', '16', '90', '13', '119', '0.216', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '17476', '1', '1418683414.193136', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683414.357014', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683416.061388', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17988', '0', '1418683416.148450', '0', '0', '0']
['4', '16', '90', '13', '119', '0.216', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '17476', '1', '1418683417.887000', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683418.035382', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683419.715870', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13123', '0', '1418683419.791310', '0', '0', '0']
['4', '16', '90', '13', '119', '0.216', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '17476', '1', '1418683421.421491', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683421.580106', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683423.251214', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683423.336038', '0', '0', '0']
['4', '16', '90', '13', '119', '0.216', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '17476', '1', '1418683425.116462', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683425.259471', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683426.944959', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17990', '0', '1418683427.042651', '0', '0', '0']
['4', '16', '90', '13', '119', '0.3045', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '14645', '1', '1418683428.770454', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683428.917091', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683430.480434', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683430.560497', '0', '0', '0']
['4', '16', '90', '13', '119', '0.3045', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '14645', '1', '1418683432.305188', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683432.475312', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683434.174300', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418683434.269115', '0', '0', '0']
['4', '16', '90', '13', '119', '0.3045', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '14645', '1', '1418683435.999912', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683436.151299', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683437.828794', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13125', '0', '1418683437.908979', '0', '0', '0']
['4', '16', '90', '13', '119', '0.3045', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '14645', '1', '1418683439.574145', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683439.736778', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683441.364135', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14145', '0', '1418683441.453950', '0', '0', '0']
['4', '16', '90', '13', '119', '0.3045', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '14645', '1', '1418683443.188758', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683443.328760', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683445.018372', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683445.096689', '0', '0', '0']
['4', '16', '90', '13', '119', '0.3045', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '14645', '1', '1418683446.724470', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683446.887612', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683448.553485', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683448.644034', '0', '0', '0']
['4', '16', '90', '13', '119', '0.3045', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '14645', '1', '1418683450.378718', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683450.519340', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683452.168444', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683452.248767', '0', '0', '0']
['4', '16', '90', '13', '119', '0.3045', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '14645', '1', '1418683453.914316', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683454.079068', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683455.743052', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683455.835744', '0', '0', '0']
['4', '16', '90', '13', '119', '0.3045', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '14645', '1', '1418683457.607928', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683457.759320', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683459.437424', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17988', '0', '1418683459.517509', '0', '0', '0']
['4', '16', '90', '13', '119', '0.3045', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '14645', '1', '1418683461.262040', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683461.419795', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683463.012658', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17988', '0', '1418683463.102227', '0', '0', '0']
['4', '16', '90', '13', '119', '0.3045', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '14645', '1', '1418683464.876894', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683465.021771', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683466.745772', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17990', '0', '1418683466.844092', '0', '0', '0']
['4', '16', '90', '13', '119', '0.3045', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '14645', '1', '1418683468.571138', '0', '0', '0']
